2, 0, 1, True, 0.413223, 1,    0.2699, Optimal
2, 2, 1, True, 0.143250, 1,    0.1784, Optimal
2, 8, 0, True, 0.058975, 1,    0.1200, Optimal
2, 10, 0, True, 0.302704, 1,    0.1803, Optimal
2, 12, 0, True, 0.466794, 1,    0.1777, Optimal
2, 15, 1, True, 0.373720, 1,    0.2924, Optimal
2, 17, 1, True, 0.277078, 1,    0.1349, Optimal
2, 19, 0, True, 0.285469, 1,    0.1433, Optimal
2, 20, 1, True, 0.543266, 1,    0.2071, Optimal
2, 23, 0, True, 0.125912, 1,    0.0893, Optimal
2, 26, 0, True, 0.223431, 1,    0.0973, Optimal
2, 27, 0, True, 0.485926, 1,    0.1391, Optimal
2, 33, 1, True, 0.301988, 1,    0.2049, Optimal
2, 34, 0, True, 0.546776, 1,    0.0904, Optimal
2, 40, 1, True, 0.246009, 1,    0.2241, Optimal
2, 41, 1, True, 0.344498, 1,    0.1763, Optimal
2, 42, 1, True, 0.531810, 1,    0.4375, Optimal
2, 44, 1, True, 0.235539, 1,    0.1916, Optimal
2, 45, 0, True, 0.652663, 1,    0.0894, Optimal
2, 47, 1, True, 0.446117, 1,    0.2399, Optimal
2, 48, 1, True, 0.670212, 1,    0.4103, Optimal
2, 50, 1, True, 0.308698, 1,    0.1754, Optimal
2, 52, 0, True, 0.728118, 1,    0.2232, Optimal
2, 58, 0, True, 0.095451, 1,    0.0548, Optimal
2, 64, 1, True, 0.102086, 1,    0.1942, Optimal
2, 66, 0, True, 0.313907, 1,    0.2203, Optimal
2, 68, 0, True, 0.401539, 1,    0.0981, Optimal
2, 73, 1, True, 0.367614, 1,    0.1916, Optimal
2, 76, 0, True, 0.180950, 1,    0.0610, Optimal
2, 78, 1, True, 0.511357, 1,    0.2345, Optimal
2, 79, 0, True, 0.486499, 1,    0.0680, Optimal
2, 80, 0, True, 0.278238, 1,    0.1031, Optimal
2, 81, 0, True, 0.353593, 1,    0.1273, Optimal
2, 84, 1, True, 0.324078, 1,    0.2454, Optimal
2, 86, 0, True, 0.479115, 1,    0.1911, Optimal
2, 89, 0, True, 0.326166, 1,    0.0960, Optimal
2, 91, 1, True, 0.497492, 1,    0.2964, Optimal
2, 94, 0, True, 0.291127, 1,    0.1409, Optimal
2, 95, 1, True, 0.239888, 1,    0.2009, Optimal
2, 98, 0, True, 0.490778, 1,    0.0833, Optimal
2, 99, 1, True, 0.517659, 1,    0.3003, Optimal
3, 0, 1, True, 0.673947, 1,    0.2133, Optimal
3, 2, 1, True, 0.286275, 1,    0.1949, Optimal
3, 15, 1, True, 0.628162, 1,    0.2444, Optimal
3, 17, 1, True, 0.397949, 1,    0.1860, Optimal
3, 20, 1, True, 0.543266, 1,    0.3770, Optimal
3, 26, 0, True, 0.223431, 1,    0.1868, Optimal
3, 27, 0, True, 0.485926, 1,    0.2349, Optimal
3, 33, 1, True, 0.301988, 1,    0.2217, Optimal
3, 34, 0, True, 0.558450, 1,    0.2116, Optimal
3, 40, 1, True, 0.298837, 1,    0.2675, Optimal
3, 41, 1, True, 0.378468, 1,    0.3035, Optimal
3, 42, 1, True, 0.531810, 1,    0.3412, Optimal
3, 45, 0, True, 0.694786, 1,    0.2370, Optimal
3, 47, 1, True, 0.818914, 1,    0.2471, Optimal
3, 48, 1, True, 0.670212, 1,    0.3594, Optimal
3, 50, 1, True, 0.308698, 1,    0.2998, Optimal
3, 52, 0, True, 0.728118, 1,    0.2426, Optimal
3, 64, 1, True, 0.102086, 1,    0.1557, Optimal
3, 68, 0, True, 0.401539, 1,    0.1159, Optimal
3, 73, 1, True, 0.416305, 1,    0.2512, Optimal
3, 76, 0, True, 0.180950, 1,    0.1379, Optimal
3, 78, 1, True, 0.511357, 1,    0.2654, Optimal
3, 79, 0, True, 0.486499, 1,    0.0729, Optimal
3, 84, 1, True, 0.621974, 1,    0.2114, Optimal
3, 86, 0, True, 0.479115, 1,    0.1254, Optimal
3, 89, 0, True, 0.326166, 1,    0.1154, Optimal
3, 91, 1, True, 0.738668, 1,    0.2339, Optimal
3, 98, 0, True, 0.494774, 1,    0.2039, Optimal
3, 99, 1, True, 0.521420, 1,    0.3932, Optimal
4, 0, 1, True, 0.673947, 1,    0.2689, Optimal
4, 15, 1, True, 0.628162, 1,    0.2279, Optimal
4, 17, 1, True, 0.397949, 1,    0.1398, Optimal
4, 20, 1, True, 0.585123, 1,    0.3669, Optimal
4, 26, 0, True, 0.304774, 1,    0.2584, Optimal
4, 27, 0, True, 0.485926, 1,    0.2253, Optimal
4, 34, 0, True, 0.610427, 1,    0.2516, Optimal
4, 40, 1, True, 0.538198, 1,    0.3861, Optimal
4, 41, 1, True, 0.378468, 1,    0.3973, Optimal
4, 42, 1, True, 0.531810, 1,    1.2185, Optimal
4, 45, 0, True, 0.742499, 1,    0.3723, Optimal
4, 48, 1, True, 0.670212, 1,    1.0502, Optimal
4, 50, 1, True, 0.361387, 1,    0.2970, Optimal
4, 52, 0, True, 0.728118, 1,    0.2771, Optimal
4, 68, 0, True, 0.495643, 1,    0.3278, Optimal
4, 76, 0, True, 0.237889, 1,    0.2449, Optimal
4, 79, 0, True, 0.618700, 1,    0.2799, Optimal
4, 84, 1, True, 0.621974, 1,    0.2310, Optimal
4, 89, 0, True, 0.400673, 1,    0.2712, Optimal
4, 91, 1, True, 0.738668, 1,    0.3675, Optimal
4, 98, 0, True, 0.510956, 1,    0.1518, Optimal
4, 99, 1, True, 0.521420, 1,    0.4979, Optimal
5, 0, 1, True, 0.673947, 1,    0.3067, Optimal
5, 15, 1, True, 0.628162, 1,    0.3754, Optimal
5, 17, 1, True, 0.397949, 1,    0.2532, Optimal
5, 20, 1, True, 0.771334, 1,    1.4482, Optimal
5, 26, 0, True, 0.304774, 1,    0.4661, Optimal
5, 27, 0, True, 0.501022, 1,    0.4087, Optimal
5, 34, 0, True, 0.671239, 1,    0.5083, Optimal
5, 40, 1, True, 0.777934, 1,    1.4631, Optimal
5, 41, 1, True, 0.378468, 1,    0.4829, Optimal
5, 42, 1, True, 0.718259, 1,    0.8826, Optimal
5, 45, 0, True, 0.742499, 1,    0.3562, Optimal
5, 48, 1, True, 0.670212, 1,    1.7505, Optimal
5, 50, 1, True, 0.361387, 1,    0.3099, Optimal
5, 52, 0, True, 0.728118, 1,    0.2972, Optimal
5, 68, 0, True, 0.495643, 1,    0.4370, Optimal
5, 76, 0, True, 0.281506, 1,    0.6669, Optimal
5, 79, 0, True, 0.618700, 1,    0.2968, Optimal
5, 84, 1, True, 0.621974, 1,    0.2681, Optimal
5, 89, 0, True, 0.400673, 1,    0.4997, Optimal
5, 91, 1, True, 0.738668, 1,    0.3246, Optimal
5, 98, 0, True, 0.510956, 1,    0.3054, Optimal
5, 99, 1, True, 0.541996, 1,    0.5668, Optimal
Total time  34.834996808320284 
